"weight_range_bottom","weight_range_top","score_median","score_p25","score_p75","Age","Education","Race","fake"
134,137,29.2,13,52.3,0,2,2,0
138,141,29.3,13.1,51,0,2,2,0
142,145,30,14,53.5,0,2,2,0
146,149,31.6,14.5,54.2,0,2,2,0
150,153,29.1,13.4,53.1,0,2,2,0
154,157,29.2,12.8,51.7,0,2,2,0
158,161,28.3,12.9,50.2,0,2,2,0
162,165,29.5,14.3,50,0,2,2,0
166,169,31,15.4,52.7,0,2,2,0
170,173,23.4,11.7,39.5,0,2,2,0
174,177,25.4,12.7,42.3,0,2,2,0
178,181,33.3,14.6,55.5,0,2,2,0
182,189,25.8,11,50,0,2,2,0
182,189,25.8,11,50,0,2,2,1
182,189,25.8,11,50,0,2,2,1
182,189,25.8,11,50,0,2,2,1
182,189,25.8,11,50,0,2,2,1
62,69,49.8,33.3,74.1,0,2,3,0
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
62,69,49.8,33.3,74.1,0,2,3,1
70,73,68.3,35.6,91.5,0,2,3,0
74,77,55.5,35.5,77.3,0,2,3,0
78,81,67.2,40.4,85.4,0,2,3,0
82,85,61.3,37,79.4,0,2,3,0
86,89,61.8,38.1,84.5,0,2,3,0
90,93,63.6,43,82.8,0,2,3,0
94,97,65.7,40.3,84,0,2,3,0
98,101,64.1,40.1,83.6,0,2,3,0
102,105,68,45.1,86.7,0,2,3,0
106,109,64.4,40,83.1,0,2,3,0
110,113,66.6,42,84.9,0,2,3,0
114,117,67.2,43.2,85.4,0,2,3,0
118,121,66.4,42.9,84.4,0,2,3,0
122,125,67.1,42.2,85.8,0,2,3,0
126,129,66.9,44.2,84.6,0,2,3,0
130,133,71,46.8,89.1,0,2,3,0
134,137,67.4,41.5,85.6,0,2,3,0
138,141,67,45.6,84.6,0,2,3,0
142,145,66.5,45.1,85.5,0,2,3,0
146,149,67.6,44.4,84,0,2,3,0
150,153,63.8,37.6,81.1,0,2,3,0
154,157,52.7,27.9,83.4,0,2,3,0
158,165,65.2,39.6,81.5,0,2,3,0
166,201,63,24.2,79.1,0,2,3,0
166,201,63,24.2,79.1,0,2,3,1
166,201,63,24.2,79.1,0,2,3,1
166,201,63,24.2,79.1,0,2,3,1
166,201,63,24.2,79.1,0,2,3,1
166,201,63,24.2,79.1,0,2,3,1
14,21,21.2,6.7,43.8,0,2,4,0
14,21,21.2,6.7,43.8,0,2,4,1
22,25,18,4.2,50.1,0,2,4,0
26,29,25.8,11.1,45.9,0,2,4,0
30,33,27.5,8.7,49.1,0,2,4,0
34,37,31.4,13.9,50.6,0,2,4,0
38,41,37.9,20.5,57.4,0,2,4,0
42,45,33.7,17.8,55.6,0,2,4,0
46,49,37,17.2,62.3,0,2,4,0
50,53,39.9,18.4,61.6,0,2,4,0
54,57,37.1,17.2,62.1,0,2,4,0
58,61,40.4,18.2,64.3,0,2,4,0
62,65,36.5,18.2,57.9,0,2,4,0
66,69,41.3,22.6,65,0,2,4,0
70,73,41.1,20.6,63.5,0,2,4,0
74,77,39.6,18.7,62.2,0,2,4,0
78,81,40.4,20.9,62.8,0,2,4,0
82,85,40.4,19.5,63.8,0,2,4,0
86,89,42.4,21.1,65.9,0,2,4,0
90,93,41.1,21.6,64.2,0,2,4,0
94,97,42.4,22,65,0,2,4,0
98,101,43.5,22.6,67.2,0,2,4,0
102,105,44.9,22.7,68.3,0,2,4,0
106,109,44.4,23.1,67.5,0,2,4,0
110,113,45.7,23.5,69.1,0,2,4,0
114,117,45.9,24.3,68.8,0,2,4,0
118,121,45.7,23.9,69.2,0,2,4,0
122,125,46.5,24.8,69.1,0,2,4,0
126,129,46.7,24.4,69.9,0,2,4,0
130,133,48,25.9,70.8,0,2,4,0
134,137,48.1,25.9,70.9,0,2,4,0
138,141,47.7,25.3,71.2,0,2,4,0
142,145,47.8,25.9,70.7,0,2,4,0
146,149,48.3,24.9,71.7,0,2,4,0
150,153,47.4,24.8,70.1,0,2,4,0
154,157,46.4,24.9,70.4,0,2,4,0
158,161,47,25.5,69.4,0,2,4,0
162,165,47.3,25.3,68.2,0,2,4,0
166,169,45.6,24.5,68.1,0,2,4,0
170,173,42.1,24.6,63.9,0,2,4,0
174,177,43.4,26.3,70.2,0,2,4,0
178,181,48.9,26.8,72.3,0,2,4,0
182,185,49.1,16.4,69.8,0,2,4,0
182,185,49.1,16.4,69.8,0,2,4,1
182,185,49.1,16.4,69.8,0,2,4,1
182,185,49.1,16.4,69.8,0,2,4,1
182,185,49.1,16.4,69.8,0,2,4,1
14,21,21.8,7.8,42.1,0,3,0,0
14,21,21.8,7.8,42.1,0,3,0,1
22,25,25.4,8.9,47.7,0,3,0,0
26,29,33.9,14.4,53.9,0,3,0,0
30,33,32.2,12.8,57.2,0,3,0,0
34,37,45.2,20.8,66.9,0,3,0,0
38,41,40.9,20.4,66.3,0,3,0,0
42,45,40.3,21.1,64.3,0,3,0,0
46,49,45.7,24.4,69.1,0,3,0,0
50,53,46.8,24,71.2,0,3,0,0
54,57,45.4,22.5,68.8,0,3,0,0
58,61,48.8,24,72.5,0,3,0,0
62,65,45.7,22.1,68.7,0,3,0,0
66,69,50,25.9,73.2,0,3,0,0
70,73,47.4,24.9,71.6,0,3,0,0
74,77,51,27.8,73.6,0,3,0,0
78,81,51.4,28.5,74.7,0,3,0,0
82,85,52.1,26.9,75.4,0,3,0,0
86,89,53.1,29.1,75.4,0,3,0,0
90,93,53.2,28.8,75.4,0,3,0,0
94,97,53.5,29.2,76.2,0,3,0,0
98,101,55.1,30.8,77.1,0,3,0,0
102,105,55.4,31.1,77.4,0,3,0,0
106,109,56.9,32.7,78.2,0,3,0,0
110,113,58.1,33.8,79.1,0,3,0,0
114,117,58.4,34.2,79.4,0,3,0,0
118,121,59.5,35.3,80.2,0,3,0,0
122,125,60.3,35.9,80.5,0,3,0,0
126,129,60.9,36.7,81,0,3,0,0
130,133,61.4,37.4,81.4,0,3,0,0
134,137,62,37.8,81.7,0,3,0,0
138,141,61.8,38.1,81.6,0,3,0,0
142,145,62.8,38.2,82.4,0,3,0,0
146,149,62.6,38.7,82.1,0,3,0,0
150,153,62.9,37.8,82.3,0,3,0,0
154,157,62.8,38.6,82,0,3,0,0
158,161,63.5,38.5,82.5,0,3,0,0
162,165,61.8,38,82.1,0,3,0,0
166,169,62.5,37.4,82.6,0,3,0,0
170,173,63.8,39.7,82.3,0,3,0,0
174,177,61.9,39.5,81.4,0,3,0,0
178,181,62.5,37.5,82.3,0,3,0,0
178,181,62.5,37.5,82.3,0,3,0,1
178,181,62.5,37.5,82.3,0,3,0,1
178,181,62.5,37.5,82.3,0,3,0,1
178,181,62.5,37.5,82.3,0,3,0,1
178,181,62.5,37.5,82.3,0,3,0,1
14,21,38.2,16.9,56.3,0,3,1,0
14,21,38.2,16.9,56.3,0,3,1,1
22,25,31.5,14.3,54.9,0,3,1,0
26,29,45.7,25.7,63.9,0,3,1,0
30,33,46.3,21.4,65.4,0,3,1,0
34,37,52,28.3,69.7,0,3,1,0
38,41,53.8,30.2,73,0,3,1,0
42,45,46,24.9,68.8,0,3,1,0
46,49,55.2,30.1,75.3,0,3,1,0
50,53,56.7,32.9,78.4,0,3,1,0
54,57,53.5,30.2,73.1,0,3,1,0
58,61,58.3,34.1,78.2,0,3,1,0
62,65,53.1,30.2,75.7,0,3,1,0
66,69,59.5,36.2,79.7,0,3,1,0
70,73,60.6,37.5,80,0,3,1,0
74,77,61.8,38.8,81,0,3,1,0
78,81,61.3,38.3,81.2,0,3,1,0
82,85,61.6,37.4,80.6,0,3,1,0
86,89,61.1,38.5,80.3,0,3,1,0
90,93,61.8,38.8,81,0,3,1,0
94,97,62.3,38.9,81.7,0,3,1,0
98,101,63.5,40.1,82.2,0,3,1,0
102,105,63.4,39.5,82.1,0,3,1,0
106,109,63.7,40.9,82.2,0,3,1,0
110,113,64.7,41.9,82.8,0,3,1,0
114,117,64.6,41.8,83,0,3,1,0
118,121,65.6,42.8,83.7,0,3,1,0
122,125,65.8,43.2,83.5,0,3,1,0
126,129,65.8,42.9,83.8,0,3,1,0
130,133,66.3,43.6,84.2,0,3,1,0
134,137,66.4,43.9,83.9,0,3,1,0
138,141,66.5,44.1,84.2,0,3,1,0
142,145,66.9,43.7,84.6,0,3,1,0
146,149,66.7,43.8,84.4,0,3,1,0
150,153,67.3,43.3,84.7,0,3,1,0
154,157,67.3,44.4,84.6,0,3,1,0
158,161,67.2,43.5,84.5,0,3,1,0
162,165,66.4,44.1,84.7,0,3,1,0
166,169,66.6,43.8,84.5,0,3,1,0
170,173,67,44.8,84.2,0,3,1,0
174,177,66.1,43.1,84.9,0,3,1,0
178,181,68.1,41.4,85.3,0,3,1,0
182,185,58.2,30.4,79,0,3,1,0
186,189,65.4,42.9,88.2,0,3,1,0
190,201,63.8,47.6,82.5,0,3,1,0
190,201,63.8,47.6,82.5,0,3,1,1
190,201,63.8,47.6,82.5,0,3,1,1
14,21,16.5,5.2,28.6,0,3,2,0
14,21,16.5,5.2,28.6,0,3,2,1
14,21,16.5,5.2,28.6,0,3,2,1
14,21,16.5,5.2,28.6,0,3,2,1
22,25,18.9,6.5,41.9,0,3,2,0
26,29,23.2,9.6,42.7,0,3,2,0
30,33,21.8,7.4,44.2,0,3,2,0
34,37,26.9,12.2,56.2,0,3,2,0
38,41,31.3,14.4,54.3,0,3,2,0
42,45,31.1,15.6,54.4,0,3,2,0
46,49,33.5,13.2,56.2,0,3,2,0
50,53,36.3,17.4,59.9,0,3,2,0
54,57,34.5,14.6,55.9,0,3,2,0
58,61,33.2,14.8,60.3,0,3,2,0
62,65,35.5,16.1,56.1,0,3,2,0
66,69,33.9,15,57.3,0,3,2,0
70,73,31.1,15.4,52.4,0,3,2,0
74,77,36.8,17.6,57.3,0,3,2,0
78,81,36,18.7,59.8,0,3,2,0
82,85,33.9,15.8,58.4,0,3,2,0
86,89,37.9,18.7,62.2,0,3,2,0
90,93,37.4,18.2,61,0,3,2,0
94,97,36.6,18.3,59.6,0,3,2,0
98,101,38.2,19.2,60.8,0,3,2,0
102,105,38.8,19.5,61.3,0,3,2,0
106,109,39.4,20,62.4,0,3,2,0
110,113,39.5,20.2,62.8,0,3,2,0
114,117,38.7,19.5,62.2,0,3,2,0
118,121,39.7,20.5,62.7,0,3,2,0
122,125,40.5,21.4,64,0,3,2,0
126,129,40.4,20.7,63.2,0,3,2,0
130,133,41.1,21.5,64.2,0,3,2,0
134,137,41.3,20.6,65.4,0,3,2,0
138,141,41.5,21,64.8,0,3,2,0
142,145,41,20.3,64.7,0,3,2,0
146,149,39.7,20.3,64.3,0,3,2,0
150,153,40,21.1,62,0,3,2,0
154,157,42.3,20.5,65.2,0,3,2,0
158,161,41.1,20.7,62.4,0,3,2,0
162,165,41.8,22.1,65.6,0,3,2,0
166,169,43.2,16.5,71.1,0,3,2,0
170,173,45,19.4,69,0,3,2,0
174,177,44.2,22.1,61.4,0,3,2,0
178,185,43.2,25.4,61.1,0,3,2,0
186,201,40.9,17.2,61.7,0,3,2,0
186,201,40.9,17.2,61.7,0,3,2,1
186,201,40.9,17.2,61.7,0,3,2,1
14,41,67.2,40.1,84.2,0,3,3,0
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
14,41,67.2,40.1,84.2,0,3,3,1
42,57,59,40,76.8,0,3,3,0
58,65,62,46.3,71.1,0,3,3,0
66,73,60.9,40.3,77.4,0,3,3,0
74,77,63.3,38.4,83.2,0,3,3,0
78,81,58.7,41.6,82.8,0,3,3,0
82,85,73.9,55.5,92.5,0,3,3,0
86,89,65.3,46.2,84.4,0,3,3,0
90,93,70.6,44.1,88.4,0,3,3,0
94,97,72.4,48.6,87,0,3,3,0
98,101,65.9,44.8,86.2,0,3,3,0
102,105,71.5,45.4,89.2,0,3,3,0
106,109,75.4,52.2,90.2,0,3,3,0
110,113,75.8,51.6,89.4,0,3,3,0
114,117,72.9,50.3,88.8,0,3,3,0
118,121,75.1,52.2,90.8,0,3,3,0
122,125,77.4,53.6,90.8,0,3,3,0
126,129,74.9,49.8,89.9,0,3,3,0
130,133,78.2,57.5,90.4,0,3,3,0
134,137,73,50.5,89.5,0,3,3,0
138,141,73,46.5,88.5,0,3,3,0
142,145,73.6,47.7,90.7,0,3,3,0
146,149,75.3,55.8,88.9,0,3,3,0
150,153,75.3,51.6,86,0,3,3,0
154,157,73.7,40.3,89.4,0,3,3,0
158,161,60.6,39.8,81.9,0,3,3,0
162,201,63.5,49.5,71.6,0,3,3,0
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
162,201,63.5,49.5,71.6,0,3,3,1
14,21,21.7,11.9,39.3,0,3,4,0
14,21,21.7,11.9,39.3,0,3,4,1
14,21,21.7,11.9,39.3,0,3,4,1
22,25,25.8,8.3,46.7,0,3,4,0
26,29,25.9,8.2,50.7,0,3,4,0
30,33,25.8,12.2,41.4,0,3,4,0
34,37,47.8,25.3,64.7,0,3,4,0
38,41,38.1,16.5,62.5,0,3,4,0
42,45,45.1,26,69.7,0,3,4,0
46,49,48.9,28.8,67.4,0,3,4,0
50,53,43.4,23.2,65.9,0,3,4,0
54,57,46.6,25.3,72.8,0,3,4,0
58,61,47.2,26.1,69.1,0,3,4,0
62,65,48.2,18.8,74.5,0,3,4,0
66,69,49,26.3,68.1,0,3,4,0
70,73,50.6,27.1,71.5,0,3,4,0
74,77,46.1,27.1,69.5,0,3,4,0
78,81,49.5,28.3,71.9,0,3,4,0
82,85,51.7,27.8,75.6,0,3,4,0
86,89,50.9,26.9,72.7,0,3,4,0
90,93,51.4,27.5,72.2,0,3,4,0
94,97,50.7,27.8,73.8,0,3,4,0
98,101,54.1,30.3,75.7,0,3,4,0
102,105,54.3,30.3,75.9,0,3,4,0
106,109,54.5,31.2,76.5,0,3,4,0
110,113,55.5,32.2,76.7,0,3,4,0
114,117,55.9,32.3,77.3,0,3,4,0
118,121,55.9,32.4,77.2,0,3,4,0
122,125,55.2,31.5,77,0,3,4,0
126,129,57.4,33.8,78.2,0,3,4,0
130,133,56.8,33.5,78,0,3,4,0
134,137,58.3,33.8,79,0,3,4,0
138,141,55.8,33.5,77.7,0,3,4,0
142,145,57.5,34.4,78.9,0,3,4,0
146,149,56.6,33.7,78,0,3,4,0
150,153,55.6,31.8,77.2,0,3,4,0
154,157,56.6,31.9,76.1,0,3,4,0
158,161,60.2,32.8,80.7,0,3,4,0
162,165,55.1,31,77,0,3,4,0
166,169,53.4,28.8,77,0,3,4,0
170,173,53.1,31.2,76,0,3,4,0
174,177,56.2,32.9,75.1,0,3,4,0
178,181,55.2,28.4,77,0,3,4,0
182,201,47.4,24.4,77.5,0,3,4,0
182,201,47.4,24.4,77.5,0,3,4,1
182,201,47.4,24.4,77.5,0,3,4,1
182,201,47.4,24.4,77.5,0,3,4,1
22,25,48.4,22.6,71,0,4,0,0
22,25,48.4,22.6,71,0,4,0,1
22,25,48.4,22.6,71,0,4,0,1
26,29,44.6,16.6,73.9,0,4,0,0
30,33,52.9,28.1,73.6,0,4,0,0
34,37,56.5,26.6,79.9,0,4,0,0
38,41,53.1,27.2,77.2,0,4,0,0
42,45,64.6,38.3,83.7,0,4,0,0
46,49,61.9,34.7,81.7,0,4,0,0
50,53,66,44.6,85.9,0,4,0,0
54,57,60.9,37.9,83.9,0,4,0,0
58,61,67,43.6,86.3,0,4,0,0
62,65,70.1,46.5,87.9,0,4,0,0
66,69,71,47.3,87,0,4,0,0
70,73,69,44.9,88.7,0,4,0,0
74,77,71.9,46.7,88,0,4,0,0
78,81,72,48.3,88.5,0,4,0,0
82,85,71.7,47.1,88.3,0,4,0,0
86,89,72.2,48.3,88.4,0,4,0,0
90,93,72.9,47.6,89.1,0,4,0,0
94,97,73.4,49.9,89.5,0,4,0,0
98,101,73.6,49.9,89.3,0,4,0,0
102,105,74.4,51.4,89.5,0,4,0,0
106,109,75.5,52.7,90.3,0,4,0,0
110,113,76.1,53.2,90.4,0,4,0,0
114,117,75.8,53.4,90.5,0,4,0,0
118,121,77,55.2,90.9,0,4,0,0
122,125,77,55.2,90.8,0,4,0,0
126,129,77.4,55.5,91.1,0,4,0,0
130,133,77.5,56.1,91.2,0,4,0,0
134,137,77.5,55.4,91.4,0,4,0,0
138,141,78.2,56.8,91.4,0,4,0,0
142,145,79,57.1,91.8,0,4,0,0
146,149,78.5,57,91.2,0,4,0,0
150,153,77.6,56.2,91.4,0,4,0,0
154,157,77.3,56.1,91.1,0,4,0,0
158,161,78.6,57.1,91.6,0,4,0,0
162,165,78.5,59.5,91.3,0,4,0,0
166,169,80,57,92.3,0,4,0,0
170,173,74.6,51.8,89.9,0,4,0,0
174,177,77.3,52.6,90.4,0,4,0,0
178,181,74.6,55.8,88.7,0,4,0,0
182,185,79.6,59.9,92.5,0,4,0,0
186,189,77.3,54.5,88.8,0,4,0,0
186,189,77.3,54.5,88.8,0,4,0,1
186,189,77.3,54.5,88.8,0,4,0,1
186,189,77.3,54.5,88.8,0,4,0,1
22,25,52.9,32.9,69.3,0,4,1,0
22,25,52.9,32.9,69.3,0,4,1,1
22,25,52.9,32.9,69.3,0,4,1,1
26,29,59.8,16.5,79.5,0,4,1,0
30,33,61,40.6,76.5,0,4,1,0
34,37,68,36.6,87.6,0,4,1,0
38,41,67.8,45.1,84.3,0,4,1,0
42,45,68,45.8,82.8,0,4,1,0
46,49,71.7,41.4,86.9,0,4,1,0
50,53,73.1,54.9,87.9,0,4,1,0
54,57,72.5,51.4,88,0,4,1,0
58,61,73.3,49,89.6,0,4,1,0
62,65,75.7,53,90.2,0,4,1,0
66,69,74.8,56.2,88.8,0,4,1,0
70,73,75.3,55.8,90.6,0,4,1,0
74,77,77.7,57.2,90.7,0,4,1,0
78,81,76.9,56.7,90.8,0,4,1,0
82,85,76.1,55.7,90.4,0,4,1,0
86,89,76.8,55.9,90.2,0,4,1,0
90,93,78.2,56.3,91.1,0,4,1,0
94,97,77.7,56.8,91.4,0,4,1,0
98,101,78.3,58,91.1,0,4,1,0
102,105,78.4,58,91,0,4,1,0
106,109,79.5,59.8,92,0,4,1,0
110,113,79.8,60.1,91.8,0,4,1,0
114,117,79.3,59.7,91.8,0,4,1,0
118,121,80.2,60.9,92.2,0,4,1,0
122,125,79.9,60.4,91.9,0,4,1,0
126,129,80.4,60.9,92.3,0,4,1,0
130,133,80.4,61.2,92.2,0,4,1,0
134,137,80.4,60.3,92.4,0,4,1,0
138,141,80.7,61,92.4,0,4,1,0
142,145,81.5,62.3,92.8,0,4,1,0
146,149,80.8,61.4,92.1,0,4,1,0
150,153,79.9,60.1,92.2,0,4,1,0
154,157,79.9,60.4,92.1,0,4,1,0
158,161,80.9,62.2,92.5,0,4,1,0
162,165,80.1,62.9,91.9,0,4,1,0
166,169,82.4,61,93.6,0,4,1,0
170,173,76.9,55.3,90.8,0,4,1,0
174,177,79.6,58.3,90.8,0,4,1,0
178,181,77.6,59.7,90.2,0,4,1,0
182,185,84,69.2,93.9,0,4,1,0
186,189,81.6,70.3,90.1,0,4,1,0
186,189,81.6,70.3,90.1,0,4,1,1
186,189,81.6,70.3,90.1,0,4,1,1
186,189,81.6,70.3,90.1,0,4,1,1
14,21,21.7,6.9,59.7,0,4,2,0
14,21,21.7,6.9,59.7,0,4,2,1
22,25,29.8,11.9,62.9,0,4,2,0
26,29,32.7,14.1,57,0,4,2,0
30,33,47.9,16.2,71.9,0,4,2,0
34,37,36.4,17.2,64.4,0,4,2,0
38,41,34.1,14,56.8,0,4,2,0
42,45,58.9,30.8,82.9,0,4,2,0
46,49,39.9,22.1,63.1,0,4,2,0
50,53,47.7,24.2,69,0,4,2,0
54,57,39.7,18.2,63.4,0,4,2,0
58,61,51.8,29.8,73.6,0,4,2,0
62,65,49.3,29.2,71.1,0,4,2,0
66,69,49.8,23.3,72.3,0,4,2,0
70,73,43.2,22.1,71.9,0,4,2,0
74,77,50.5,27.2,75.2,0,4,2,0
78,81,54.3,27.6,75.8,0,4,2,0
82,85,49.7,27.3,75.5,0,4,2,0
86,89,51,31.3,71.1,0,4,2,0
90,93,49.6,27.5,72.3,0,4,2,0
94,97,54.5,32.2,76.2,0,4,2,0
98,101,53.1,28.4,75.6,0,4,2,0
102,105,57.3,33.2,77.1,0,4,2,0
106,109,55.7,32.5,76.8,0,4,2,0
110,113,54.4,31.1,76.1,0,4,2,0
114,117,56.2,33.4,78.2,0,4,2,0
118,121,57.2,33.3,77.4,0,4,2,0
122,125,57,32.9,77.6,0,4,2,0
126,129,55.4,31.1,77.9,0,4,2,0
130,133,58,34.6,79.9,0,4,2,0
134,137,54.2,31,77,0,4,2,0
138,141,57.1,31.1,78.5,0,4,2,0
142,145,57.5,32.2,81.3,0,4,2,0
146,149,57.1,32.6,79,0,4,2,0
150,153,56.7,31.8,76.8,0,4,2,0
154,157,51.9,27.2,75.7,0,4,2,0
158,161,51.6,32.9,75,0,4,2,0
162,165,57.7,36.7,78.7,0,4,2,0
166,169,57.6,32.3,78.7,0,4,2,0
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
166,169,57.6,32.3,78.7,0,4,2,1
42,53,86,68.1,96.5,0,4,3,0
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
42,53,86,68.1,96.5,0,4,3,1
54,61,79.2,54.9,92.9,0,4,3,0
62,69,79.7,60,92.5,0,4,3,0
70,73,86,52.1,96.2,0,4,3,0
74,77,75.3,51.1,91.5,0,4,3,0
78,81,85.3,68.2,94.1,0,4,3,0
82,85,85.1,66.5,95.5,0,4,3,0
86,89,84.6,67.7,94.4,0,4,3,0
90,93,83.4,65.8,94.7,0,4,3,0
94,97,84.1,63.2,94.1,0,4,3,0
98,101,85.4,67.8,95.1,0,4,3,0
102,105,83.8,61.2,94.9,0,4,3,0
106,109,84.9,65.6,95,0,4,3,0
110,113,85.5,66.2,95.3,0,4,3,0
114,117,84.8,64.9,95,0,4,3,0
118,121,86.4,69.5,95.8,0,4,3,0
122,125,87.3,66.6,95.9,0,4,3,0
126,129,84.8,66.4,95.2,0,4,3,0
130,133,86.7,65.3,96,0,4,3,0
134,137,84.6,63,95.6,0,4,3,0
138,141,87.1,67.9,96,0,4,3,0
142,145,87.9,67,95.5,0,4,3,0
146,149,84,64.2,93.8,0,4,3,0
150,153,84.8,62.5,93.2,0,4,3,0
154,157,87,68,95.4,0,4,3,0
158,165,93.5,77.6,97.5,0,4,3,0
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
158,165,93.5,77.6,97.5,0,4,3,1
14,25,45.5,17.2,61.8,0,4,4,0
14,25,45.5,17.2,61.8,0,4,4,1
14,25,45.5,17.2,61.8,0,4,4,1
14,25,45.5,17.2,61.8,0,4,4,1
14,25,45.5,17.2,61.8,0,4,4,1
26,33,44,20,64.8,0,4,4,0
34,37,54.5,33.2,71.5,0,4,4,0
38,41,40.3,20.4,71.9,0,4,4,0
42,45,57.1,30,77.2,0,4,4,0
46,49,56.8,35.5,75.4,0,4,4,0
50,53,61.3,33.1,84.4,0,4,4,0
54,57,53.6,27,73.9,0,4,4,0
58,61,63,37.2,82.6,0,4,4,0
62,65,65.3,37.8,84.7,0,4,4,0
66,69,65.1,37.6,85.7,0,4,4,0
70,73,53.8,36.8,81.5,0,4,4,0
74,77,67.2,38.5,84.4,0,4,4,0
78,81,63.7,38.4,82.4,0,4,4,0
82,85,63.5,33.4,84.9,0,4,4,0
86,89,66.8,40.7,86.2,0,4,4,0
90,93,66.9,42.1,85.8,0,4,4,0
94,97,66.3,42.5,85.1,0,4,4,0
98,101,64.7,39.5,84.1,0,4,4,0
102,105,66.9,41.9,85.5,0,4,4,0
106,109,67.5,43.5,86,0,4,4,0
110,113,68.9,44.4,87.1,0,4,4,0
114,117,67.5,43,86.1,0,4,4,0
118,121,69.1,45.2,86.8,0,4,4,0
122,125,69,45.8,86.7,0,4,4,0
126,129,69.3,45.2,86.9,0,4,4,0
130,133,68.6,44.6,86.2,0,4,4,0
134,137,69,44.9,87,0,4,4,0
138,141,69.8,46.6,86.7,0,4,4,0
142,145,68.9,45.1,86.2,0,4,4,0
146,149,71.1,46.5,87.7,0,4,4,0
150,153,70.2,46.1,88.3,0,4,4,0
154,157,67.7,45.2,85.7,0,4,4,0
158,161,69.4,43.3,86.7,0,4,4,0
162,165,68.7,48.5,88,0,4,4,0
166,169,72.5,45.6,87.6,0,4,4,0
170,173,68.5,43.6,84.4,0,4,4,0
174,177,68.2,49.1,88.6,0,4,4,0
178,181,67.2,39.7,84.8,0,4,4,0
182,201,64.2,41.2,77.6,0,4,4,0
182,201,64.2,41.2,77.6,0,4,4,1
182,201,64.2,41.2,77.6,0,4,4,1
182,201,64.2,41.2,77.6,0,4,4,1
14,21,13,4.2,33.5,1,0,0,0
14,21,13,4.2,33.5,1,0,0,1
14,21,13,4.2,33.5,1,0,0,1
22,25,13.2,4.9,29.6,1,0,0,0
26,29,18.7,6.5,44.4,1,0,0,0
30,33,22.7,7.4,45.3,1,0,0,0
34,37,22.5,10.4,43.1,1,0,0,0
38,41,21.6,9.4,43.2,1,0,0,0
42,45,26.3,10.1,52,1,0,0,0
46,49,23.8,8.2,48.5,1,0,0,0
50,53,26.8,12.2,48.7,1,0,0,0
54,57,27.9,12.2,49.5,1,0,0,0
58,61,28.6,12.2,49.5,1,0,0,0
