"weight_range_bottom","weight_range_top","score_median","score_p25","score_p75","Age","Education","Race","fake"
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
46,61,66.6,45.8,76,4,0,3,0
62,69,70.3,52.1,81.4,4,0,3,0
70,77,61.6,44.6,83.6,4,0,3,0
78,81,65.8,47.6,84.5,4,0,3,0
82,85,81.8,57.9,90.2,4,0,3,0
86,89,79.1,61.4,93.4,4,0,3,0
90,93,70.5,50.7,88.1,4,0,3,0
94,97,66.5,45.5,84.9,4,0,3,0
98,101,75.8,52.5,90.5,4,0,3,0
102,105,78.7,57,93,4,0,3,0
106,109,78.1,57.5,90.6,4,0,3,0
110,113,78.2,55.1,91.3,4,0,3,0
114,117,78,57,91.5,4,0,3,0
118,121,79,58.3,92.6,4,0,3,0
122,125,81,59.7,90.3,4,0,3,0
126,129,76.2,55.2,91.2,4,0,3,0
130,133,77.7,55,91.6,4,0,3,0
134,137,78.9,55.9,90.9,4,0,3,0
138,141,79.6,58.9,90.9,4,0,3,0
142,145,81.2,58.9,93.2,4,0,3,0
146,149,80.4,51.2,92.4,4,0,3,0
150,153,78.6,52.6,89.4,4,0,3,0
154,157,83.2,61.4,96,4,0,3,0
158,165,76.8,53.6,89.2,4,0,3,0
166,201,62.8,32.7,74,4,0,3,0
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
166,201,62.8,32.7,74,4,0,3,1
14,21,11,6.7,31.1,4,0,4,0
14,21,11,6.7,31.1,4,0,4,1
14,21,11,6.7,31.1,4,0,4,1
14,21,11,6.7,31.1,4,0,4,1
22,25,42.1,9.8,56.5,4,0,4,0
26,29,16.5,6.6,35.7,4,0,4,0
30,33,39.3,14,61.7,4,0,4,0
34,37,39.3,18.7,53.6,4,0,4,0
38,41,25.6,11.7,50,4,0,4,0
42,45,30.8,16.6,54.3,4,0,4,0
46,49,42.8,22.9,60.2,4,0,4,0
50,53,33.1,17.7,56.8,4,0,4,0
54,57,33,12.8,58.2,4,0,4,0
58,61,43.4,25.8,66,4,0,4,0
62,65,40.5,19.4,70.6,4,0,4,0
66,69,48.6,28.5,67.1,4,0,4,0
70,73,45.2,25.3,67.4,4,0,4,0
74,77,46.7,22.9,67.1,4,0,4,0
78,81,44.7,25.6,65.4,4,0,4,0
82,85,42.6,19.2,67.8,4,0,4,0
86,89,46.3,24.8,68.5,4,0,4,0
90,93,45.1,25.6,66.4,4,0,4,0
94,97,47.1,27,68.1,4,0,4,0
98,101,46.8,25.8,69.3,4,0,4,0
102,105,49.3,27,71.8,4,0,4,0
106,109,48.4,26.6,70.8,4,0,4,0
110,113,49,26.8,70.6,4,0,4,0
114,117,50.4,28.6,72.2,4,0,4,0
118,121,51.5,28.9,72.9,4,0,4,0
122,125,50.4,28.3,72.5,4,0,4,0
126,129,51.5,29,73.1,4,0,4,0
130,133,51.5,29,72.5,4,0,4,0
134,137,51.8,29.2,73.6,4,0,4,0
138,141,51.8,28.9,74.6,4,0,4,0
142,145,49.6,28.1,72.6,4,0,4,0
146,149,50.8,28.8,73.3,4,0,4,0
150,153,51.6,29.3,74.4,4,0,4,0
154,157,50.2,29,72.2,4,0,4,0
158,161,53.8,31.6,76.1,4,0,4,0
162,165,44,22.5,70.9,4,0,4,0
166,169,45.1,25.5,69.3,4,0,4,0
170,173,45.1,23.6,69.6,4,0,4,0
174,177,45.7,27,74.6,4,0,4,0
178,185,38.6,23,60,4,0,4,0
186,201,35.2,26.2,51.5,4,0,4,0
186,201,35.2,26.2,51.5,4,0,4,1
186,201,35.2,26.2,51.5,4,0,4,1
18,25,21.6,7.1,48.2,4,1,0,0
18,25,21.6,7.1,48.2,4,1,0,1
18,25,21.6,7.1,48.2,4,1,0,1
18,25,21.6,7.1,48.2,4,1,0,1
18,25,21.6,7.1,48.2,4,1,0,1
18,25,21.6,7.1,48.2,4,1,0,1
26,33,16,5.7,29.8,4,1,0,0
34,41,18.8,6.1,36.8,4,1,0,0
42,45,20,6.9,41.9,4,1,0,0
46,49,20.5,8.5,42.7,4,1,0,0
50,53,16.4,5.3,49.1,4,1,0,0
54,57,20.5,6.9,46.9,4,1,0,0
58,61,34.3,12.3,54.9,4,1,0,0
62,65,35.4,15.3,63.9,4,1,0,0
66,69,26.2,11.1,50,4,1,0,0
70,73,29.2,13.5,56,4,1,0,0
74,77,29,12.7,52.5,4,1,0,0
78,81,33.3,12.2,55.9,4,1,0,0
82,85,27.8,11.7,51.5,4,1,0,0
86,89,32.4,14.3,57.3,4,1,0,0
90,93,31.2,13.3,55.6,4,1,0,0
94,97,28.2,12.5,50.5,4,1,0,0
98,101,31.1,13.9,56.2,4,1,0,0
102,105,34.1,15.1,60.8,4,1,0,0
106,109,33.7,15.8,58.6,4,1,0,0
110,113,36,16.4,59.1,4,1,0,0
114,117,35.6,16.5,58.8,4,1,0,0
118,121,36.2,16.2,59.7,4,1,0,0
122,125,37.4,17.6,59.8,4,1,0,0
126,129,37.2,16.6,60.6,4,1,0,0
130,133,36.7,18.1,59.7,4,1,0,0
134,137,36.5,16.2,61.9,4,1,0,0
138,141,37.6,15.7,63.8,4,1,0,0
142,145,36.7,16.8,61.3,4,1,0,0
146,149,33.9,15.8,58.1,4,1,0,0
150,153,40.2,19.9,64.2,4,1,0,0
154,157,32.1,12.3,55.1,4,1,0,0
158,161,42.5,20.8,65.8,4,1,0,0
162,165,37.7,17.1,59.5,4,1,0,0
166,169,34,18.8,60,4,1,0,0
170,173,35.7,14.9,68.7,4,1,0,0
174,181,29.1,15,50,4,1,0,0
182,201,32.6,17.9,43.2,4,1,0,0
182,201,32.6,17.9,43.2,4,1,0,1
182,201,32.6,17.9,43.2,4,1,0,1
182,201,32.6,17.9,43.2,4,1,0,1
182,201,32.6,17.9,43.2,4,1,0,1
14,41,30.6,19.3,41.2,4,1,1,0
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
14,41,30.6,19.3,41.2,4,1,1,1
42,57,33.7,13.5,55.5,4,1,1,0
58,65,37.2,15.3,56.2,4,1,1,0
66,73,25.9,8.5,49.8,4,1,1,0
74,77,25,6.4,43,4,1,1,0
78,81,44.4,23.7,63.6,4,1,1,0
82,85,32.7,16.3,56.7,4,1,1,0
86,89,44.7,22.6,71.7,4,1,1,0
90,93,39.3,15.4,66.1,4,1,1,0
94,97,38.7,17.7,63.8,4,1,1,0
98,101,38.6,18.3,65.4,4,1,1,0
102,105,39.2,19.4,64.2,4,1,1,0
106,109,40.5,20.6,65.1,4,1,1,0
110,113,41.3,22.5,64.3,4,1,1,0
114,117,41.9,19.1,65.8,4,1,1,0
118,121,44.1,21.9,66.2,4,1,1,0
122,125,49.3,25,71.5,4,1,1,0
126,129,41.2,20,64.1,4,1,1,0
130,133,46,26.1,69,4,1,1,0
134,137,46.5,22.7,73.5,4,1,1,0
138,141,50.2,25,70.1,4,1,1,0
142,145,46.2,22.6,71.1,4,1,1,0
146,149,36,19,60.6,4,1,1,0
150,153,36.1,18,51.7,4,1,1,0
154,157,42.1,23.2,64.9,4,1,1,0
158,165,50.9,22.9,74.2,4,1,1,0
166,201,31.9,14.3,58.6,4,1,1,0
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
166,201,31.9,14.3,58.6,4,1,1,1
14,41,10.6,4.4,25.8,4,1,2,0
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
14,41,10.6,4.4,25.8,4,1,2,1
42,53,16.1,5.3,35.7,4,1,2,0
54,61,16.2,4.6,30.7,4,1,2,0
62,69,22.1,7.3,42.1,4,1,2,0
70,77,19.7,6.9,37.7,4,1,2,0
78,81,20.3,5.7,48.7,4,1,2,0
82,85,18.5,9.7,28.7,4,1,2,0
86,89,22.8,8.8,40.6,4,1,2,0
90,93,19.7,7.6,37.4,4,1,2,0
94,97,15.5,5.6,34.7,4,1,2,0
98,101,21.4,7.6,41.9,4,1,2,0
102,105,19.3,7.6,42.9,4,1,2,0
106,109,23.6,9.9,42.8,4,1,2,0
110,113,28.9,11.7,51.6,4,1,2,0
114,117,25,11,46.5,4,1,2,0
118,121,24.7,9.8,44.6,4,1,2,0
122,125,29.4,14.8,51.1,4,1,2,0
126,129,28,11.2,50.9,4,1,2,0
130,133,20.5,9.4,42,4,1,2,0
134,137,25,10,43.6,4,1,2,0
138,141,21.8,8.8,48.7,4,1,2,0
142,145,25.1,12.5,53.6,4,1,2,0
146,149,15.4,5.2,38.4,4,1,2,0
150,153,43.8,18.1,61.2,4,1,2,0
154,161,40.8,24.9,54.3,4,1,2,0
162,201,40.6,28.2,57.9,4,1,2,0
166,201,25.9,17.6,38.3,4,1,2,0
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
166,201,25.9,17.6,38.3,4,1,2,1
14,89,65.6,35.4,78.2,4,1,3,0
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
14,89,65.6,35.4,78.2,4,1,3,1
90,97,40.4,19.8,63.2,4,1,3,0
98,101,67.6,38.3,85.1,4,1,3,0
102,105,85.4,72.9,91.8,4,1,3,0
106,109,70.4,49.4,87.8,4,1,3,0
110,113,70.7,38.8,90,4,1,3,0
114,117,74.1,40.1,86.4,4,1,3,0
118,121,66.8,42.7,84.2,4,1,3,0
122,125,47.4,30.6,56.3,4,1,3,0
126,129,78.6,46.3,89.7,4,1,3,0
130,133,53.8,36.3,84.7,4,1,3,0
134,137,73.8,49.6,86.5,4,1,3,0
138,201,65.7,36.2,80.5,4,1,3,0
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
138,201,65.7,36.2,80.5,4,1,3,1
14,25,29,8.6,41.5,4,1,4,0
14,25,29,8.6,41.5,4,1,4,1
14,25,29,8.6,41.5,4,1,4,1
14,25,29,8.6,41.5,4,1,4,1
14,25,29,8.6,41.5,4,1,4,1
26,33,14.9,7.5,34.1,4,1,4,0
34,41,21.3,6.4,39.6,4,1,4,0
42,45,22.2,8.3,41,4,1,4,0
46,49,23.8,9.7,45.5,4,1,4,0
50,53,14.1,6.5,38.4,4,1,4,0
54,57,19.8,6.6,44.2,4,1,4,0
58,61,46,29.2,61,4,1,4,0
62,65,44.8,20.6,78,4,1,4,0
66,69,31.7,14.2,53.7,4,1,4,0
70,73,35.3,16.3,61.4,4,1,4,0
74,77,39.8,18.1,61.7,4,1,4,0
78,81,30.3,13.1,52,4,1,4,0
82,85,27.5,10.5,53.8,4,1,4,0
86,89,31.9,14.4,55.5,4,1,4,0
90,93,35.2,16.4,55.9,4,1,4,0
94,97,28.6,13.9,49.7,4,1,4,0
98,101,29.9,14.5,52.5,4,1,4,0
102,105,34.2,16.4,60.4,4,1,4,0
106,109,34,16.3,58,4,1,4,0
110,113,34.9,15.4,57.1,4,1,4,0
114,117,35.8,17.2,57,4,1,4,0
118,121,35.8,16.4,58.8,4,1,4,0
122,125,36.1,17.4,59,4,1,4,0
126,129,36.6,16.6,59.9,4,1,4,0
130,133,36.6,18.2,59.6,4,1,4,0
134,137,35.8,14.9,59.3,4,1,4,0
138,141,36.1,15.6,62.4,4,1,4,0
142,145,35,16.8,58.5,4,1,4,0
146,149,34.6,17.7,58.2,4,1,4,0
150,153,42,21.1,67.7,4,1,4,0
154,157,25.9,10.5,50.4,4,1,4,0
158,161,40.8,20.9,65.8,4,1,4,0
162,165,33.6,16,56.7,4,1,4,0
166,169,35.2,19,61.3,4,1,4,0
170,177,40.1,19.1,71.3,4,1,4,0
170,177,40.1,19.1,71.3,4,1,4,1
170,177,40.1,19.1,71.3,4,1,4,1
170,177,40.1,19.1,71.3,4,1,4,1
170,177,40.1,19.1,71.3,4,1,4,1
170,177,40.1,19.1,71.3,4,1,4,1
170,177,40.1,19.1,71.3,4,1,4,1
170,177,40.1,19.1,71.3,4,1,4,1
14,25,18.8,4.9,48.6,4,2,0,0
14,25,18.8,4.9,48.6,4,2,0,1
14,25,18.8,4.9,48.6,4,2,0,1
26,29,17.4,6.5,40.9,4,2,0,0
30,33,34.8,15.4,59.6,4,2,0,0
34,37,33.8,15.3,56.2,4,2,0,0
38,41,45.1,15.6,71.7,4,2,0,0
42,45,31.1,12.5,55.9,4,2,0,0
46,49,30.9,12.6,57.5,4,2,0,0
50,53,36.5,17.9,61,4,2,0,0
54,57,45.3,20.4,66.8,4,2,0,0
58,61,40.7,17.1,63.2,4,2,0,0
62,65,38.5,16.3,66,4,2,0,0
66,69,44.5,22,69.1,4,2,0,0
70,73,43.1,19.6,69.6,4,2,0,0
74,77,40.7,16.1,64.3,4,2,0,0
78,81,45.6,22.7,70.2,4,2,0,0
82,85,43.5,19.8,70.5,4,2,0,0
86,89,45.3,22.3,70.1,4,2,0,0
90,93,42.4,21.3,67.9,4,2,0,0
94,97,46.6,23,71.3,4,2,0,0
98,101,47.5,24,71.9,4,2,0,0
102,105,49.8,24.6,74,4,2,0,0
106,109,49.5,25.3,73.3,4,2,0,0
110,113,50.7,27.4,75.2,4,2,0,0
114,117,51.7,27.7,75.1,4,2,0,0
118,121,52.7,28.1,75.6,4,2,0,0
122,125,52.4,29,75,4,2,0,0
126,129,54.1,27.9,76.6,4,2,0,0
130,133,54.2,28.8,77.4,4,2,0,0
134,137,54.7,30,77.5,4,2,0,0
138,141,56.3,30.5,78.9,4,2,0,0
142,145,55.7,31.3,79,4,2,0,0
146,149,55.2,28.6,77.9,4,2,0,0
150,153,53.1,28.1,76.5,4,2,0,0
154,157,54.2,29.5,77.9,4,2,0,0
158,161,53.2,29.1,78.7,4,2,0,0
162,165,51.6,27.4,72.9,4,2,0,0
166,169,57.6,33.8,78.2,4,2,0,0
170,173,45.5,31.6,71.9,4,2,0,0
174,177,49,26.4,82.7,4,2,0,0
174,177,49,26.4,82.7,4,2,0,1
174,177,49,26.4,82.7,4,2,0,1
174,177,49,26.4,82.7,4,2,0,1
174,177,49,26.4,82.7,4,2,0,1
174,177,49,26.4,82.7,4,2,0,1
174,177,49,26.4,82.7,4,2,0,1
14,29,37.6,16.5,64.8,4,2,1,0
14,29,37.6,16.5,64.8,4,2,1,1
14,29,37.6,16.5,64.8,4,2,1,1
14,29,37.6,16.5,64.8,4,2,1,1
14,29,37.6,16.5,64.8,4,2,1,1
30,37,37.6,18.4,68,4,2,1,0
38,41,60,31.8,79.3,4,2,1,0
42,45,40.4,20,70.1,4,2,1,0
46,49,44.5,17.2,67,4,2,1,0
50,53,49.2,29.9,68.5,4,2,1,0
54,57,49.8,32.7,74.3,4,2,1,0
58,61,51.6,34.4,68.6,4,2,1,0
62,65,45,23.3,73.9,4,2,1,0
66,69,51.1,25.9,72.9,4,2,1,0
70,73,51.8,28.7,77.4,4,2,1,0
74,77,50.3,25.9,72.6,4,2,1,0
78,81,55.7,32.4,76.2,4,2,1,0
82,85,55.2,31.4,78.2,4,2,1,0
86,89,53.9,30,76.7,4,2,1,0
90,93,51,27.3,76.1,4,2,1,0
94,97,53.6,27.9,77,4,2,1,0
98,101,54.5,31.4,76,4,2,1,0
102,105,57.7,34.5,78.3,4,2,1,0
106,109,57,32.9,79,4,2,1,0
110,113,58.7,34.4,80.1,4,2,1,0
114,117,58,34.8,78.7,4,2,1,0
118,121,59.8,36,79.3,4,2,1,0
122,125,58.8,36.2,79,4,2,1,0
126,129,61.8,36.6,81.9,4,2,1,0
130,133,61.2,35.2,82,4,2,1,0
134,137,61.4,38.4,81.8,4,2,1,0
138,141,63.3,39.6,82.9,4,2,1,0
142,145,62.6,38.1,83.2,4,2,1,0
146,149,62.6,37.5,82,4,2,1,0
150,153,60.3,34.6,82.4,4,2,1,0
154,157,61.1,40,82.8,4,2,1,0
158,161,65.3,35.3,84.1,4,2,1,0
162,165,55.9,35.4,75.6,4,2,1,0
166,169,68.6,46.9,81.1,4,2,1,0
170,173,59.1,35.9,76.1,4,2,1,0
174,177,63.6,38.2,87.7,4,2,1,0
178,181,55.7,35.6,81.9,4,2,1,0
182,201,49.9,25.7,75.7,4,2,1,0
182,201,49.9,25.7,75.7,4,2,1,1
182,201,49.9,25.7,75.7,4,2,1,1
182,201,49.9,25.7,75.7,4,2,1,1
182,201,49.9,25.7,75.7,4,2,1,1
14,29,10.2,5.1,26.4,4,2,2,0
14,29,10.2,5.1,26.4,4,2,2,1
14,29,10.2,5.1,26.4,4,2,2,1
14,29,10.2,5.1,26.4,4,2,2,1
14,29,10.2,5.1,26.4,4,2,2,1
14,29,10.2,5.1,26.4,4,2,2,1
14,29,10.2,5.1,26.4,4,2,2,1
30,37,30.4,13.6,49.4,4,2,2,0
38,45,15.6,2.5,52.6,4,2,2,0
46,49,18.5,9.9,43.6,4,2,2,0
50,53,25.8,8.2,47.1,4,2,2,0
54,57,38.6,15,61.8,4,2,2,0
58,61,19.1,6.9,42.5,4,2,2,0
62,65,33.6,10.5,54.3,4,2,2,0
66,69,28.2,11.1,43.8,4,2,2,0
70,73,16.8,6,40.3,4,2,2,0
74,77,20.6,6.7,51.2,4,2,2,0
78,81,28.1,13.6,49.4,4,2,2,0
82,85,20.2,9.1,41.2,4,2,2,0
86,89,27.5,10.7,50.2,4,2,2,0
90,93,27.4,13,46.3,4,2,2,0
94,97,29.2,12.3,50.2,4,2,2,0
98,101,29.3,13,53,4,2,2,0
102,105,25.7,11.4,49.8,4,2,2,0
106,109,29.2,12,53.3,4,2,2,0
110,113,31.8,14.3,55.5,4,2,2,0
114,117,30.6,13.4,54.7,4,2,2,0
118,121,30.9,13.5,55.4,4,2,2,0
122,125,32.6,16,53,4,2,2,0
126,129,31.1,13.4,57.6,4,2,2,0
130,133,35.6,17.3,58.6,4,2,2,0
134,137,32.5,14.5,57.5,4,2,2,0
138,141,30.1,12.7,54.8,4,2,2,0
142,145,35,17.8,58.7,4,2,2,0
146,149,32.5,15,54.4,4,2,2,0
150,153,40.1,18.9,61.8,4,2,2,0
154,157,33.8,14.2,61.8,4,2,2,0
158,161,33.2,18.7,53.2,4,2,2,0
162,165,30.2,18.2,48.2,4,2,2,0
166,169,35.4,24.7,57.6,4,2,2,0
170,201,26.9,14.3,52.4,4,2,2,0
170,201,26.9,14.3,52.4,4,2,2,1
170,201,26.9,14.3,52.4,4,2,2,1
170,201,26.9,14.3,52.4,4,2,2,1
170,201,26.9,14.3,52.4,4,2,2,1
170,201,26.9,14.3,52.4,4,2,2,1
170,201,26.9,14.3,52.4,4,2,2,1
70,85,65.1,40.7,76.7,4,2,3,0
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
70,85,65.1,40.7,76.7,4,2,3,1
86,89,68,46.8,93,4,2,3,0
90,93,64.7,46.7,83.3,4,2,3,0
94,97,63.2,41.1,81.5,4,2,3,0
98,101,68.8,44.2,85.7,4,2,3,0
102,105,63.7,37.2,86.5,4,2,3,0
106,109,63.6,35.1,80.6,4,2,3,0
110,113,76.4,53.3,89.5,4,2,3,0
114,117,74.6,50.3,90.2,4,2,3,0
118,121,68.5,44.9,88.6,4,2,3,0
122,125,79.2,60.8,89.1,4,2,3,0
126,129,69.7,49.6,87.5,4,2,3,0
130,133,71.2,36.7,86.5,4,2,3,0
134,137,67.2,45.4,82.5,4,2,3,0
138,141,77.9,45.4,88.9,4,2,3,0
142,145,75.8,54.3,93.9,4,2,3,0
146,149,75.6,41.7,94.6,4,2,3,0
150,201,73.2,39.5,88.8,4,2,3,0
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
150,201,73.2,39.5,88.8,4,2,3,1
14,25,30.1,6.9,52.2,4,2,4,0
14,25,30.1,6.9,52.2,4,2,4,1
14,25,30.1,6.9,52.2,4,2,4,1
14,25,30.1,6.9,52.2,4,2,4,1
14,25,30.1,6.9,52.2,4,2,4,1
14,25,30.1,6.9,52.2,4,2,4,1
26,33,26.7,4.5,48.9,4,2,4,0
34,41,35.3,18.8,60.8,4,2,4,0
42,45,25.2,10.9,39.2,4,2,4,0
46,49,35.3,12.6,52.9,4,2,4,0
50,53,26.7,14.7,54.7,4,2,4,0
54,57,35.4,12.7,63.3,4,2,4,0
58,61,36.8,18.1,65.2,4,2,4,0
62,65,29,13.5,57.3,4,2,4,0
66,69,55.5,34.5,73.3,4,2,4,0
70,73,45.9,26.7,65.5,4,2,4,0
74,77,39.3,15.5,59.9,4,2,4,0
78,81,40.8,23.5,63.8,4,2,4,0
82,85,44.6,20.1,70.1,4,2,4,0
86,89,45.1,25.9,66.7,4,2,4,0
90,93,39.4,20.7,61.1,4,2,4,0
94,97,46.5,25.1,69.7,4,2,4,0
98,101,43.7,22.3,69.2,4,2,4,0
102,105,50.3,26.7,71.9,4,2,4,0
106,109,46.2,24.1,69,4,2,4,0
110,113,46.1,25.6,69.2,4,2,4,0
114,117,47.9,25.8,72.4,4,2,4,0
118,121,48.7,26.2,72.3,4,2,4,0
122,125,48.6,26.3,71.7,4,2,4,0
126,129,46.3,22.9,69.4,4,2,4,0
130,133,48.8,24.2,70.3,4,2,4,0
134,137,48.3,25.9,72.4,4,2,4,0
138,141,49.3,24.8,73,4,2,4,0
142,145,48.1,26.3,74.4,4,2,4,0
146,149,45.5,21.8,72.1,4,2,4,0
150,153,46.3,24,69.6,4,2,4,0
154,157,48.8,26.4,73.8,4,2,4,0
158,161,48.8,27.6,74.9,4,2,4,0
162,165,51.6,27.2,73,4,2,4,0
166,169,43,21.9,65.1,4,2,4,0
170,173,42.8,33.8,62.2,4,2,4,0
174,201,40.4,22.1,68.1,4,2,4,0
174,201,40.4,22.1,68.1,4,2,4,1
174,201,40.4,22.1,68.1,4,2,4,1
174,201,40.4,22.1,68.1,4,2,4,1
174,201,40.4,22.1,68.1,4,2,4,1
174,201,40.4,22.1,68.1,4,2,4,1
14,25,28.6,6.9,49.3,4,3,0,0
14,25,28.6,6.9,49.3,4,3,0,1
14,25,28.6,6.9,49.3,4,3,0,1
26,29,39.5,17,68.4,4,3,0,0
30,33,31,14.1,59.4,4,3,0,0
34,37,53.9,18.6,76.4,4,3,0,0
38,41,41.6,24.3,68.9,4,3,0,0
42,45,36.6,18.6,58.9,4,3,0,0
46,49,63.7,36.7,84.1,4,3,0,0
50,53,53.1,28.9,77,4,3,0,0
54,57,49.1,25.5,68.2,4,3,0,0
58,61,57.8,30.9,76.4,4,3,0,0
62,65,47.8,19.6,69.9,4,3,0,0
66,69,56.3,28.4,78.4,4,3,0,0
70,73,54.5,24.4,75.7,4,3,0,0
74,77,57.8,35.2,78.3,4,3,0,0
78,81,56.3,32,77.8,4,3,0,0
82,85,58.6,34.4,78.5,4,3,0,0
86,89,57.5,31.9,78.6,4,3,0,0
90,93,58.8,33.2,80.4,4,3,0,0
94,97,57.5,30.9,79.3,4,3,0,0
98,101,59.9,34.6,80.4,4,3,0,0
102,105,62.1,35.3,81.9,4,3,0,0
106,109,62.7,38.6,82.6,4,3,0,0
110,113,62.7,37.2,83.4,4,3,0,0
114,117,62.6,38.2,82.7,4,3,0,0
118,121,63.3,38.5,83.5,4,3,0,0
122,125,62.6,38.2,82.9,4,3,0,0
126,129,66.1,41.7,85.2,4,3,0,0
130,133,65,40.2,84.4,4,3,0,0
134,137,63.7,39.7,82.8,4,3,0,0
138,141,65.8,41.7,84,4,3,0,0
142,145,67,42,85.3,4,3,0,0
146,149,66.1,41.6,83.4,4,3,0,0
150,153,65.4,40.4,85.1,4,3,0,0
154,157,69.1,44.4,85.5,4,3,0,0
158,161,67.1,43.4,84.8,4,3,0,0
162,165,66.4,37.8,84.3,4,3,0,0
